Job Title,Digital Work,Routine Work,Cognitive/ Innovation Work,Interpersonal Work,Management Work,2 Digit NAICS Industry,Rp,Link,Pay,Education,Number of Jobs in 2022,Job Outlook,Employment Change 2022-32,,
Cold Header Operator,0.05,0.7,0.1,0.05,0.1,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Copper Plater,0.05,0.7,0.1,0.05,0.1,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Core Stripper,0.05,0.7,0.1,0.05,0.1,21,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Crimping Machine Operator for Metal,0.05,0.7,0.1,0.05,0.1,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Drill Press Operator for Metal,0.05,0.7,0.1,0.05,0.1,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Flame Hardening Machine Setter,0.05,0.7,0.15,0.05,0.05,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Forging Roll Operator,0.05,0.7,0.1,0.05,0.1,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Foundry Molder,0.05,0.7,0.1,0.05,0.1,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Four Slide Machine Setter,0.05,0.7,0.15,0.05,0.05,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Galvanizer,0.05,0.7,0.1,0.1,0.05,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Gear Cutter,0.05,0.7,0.15,0.05,0.05,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Green Sand Molder,0.05,0.7,0.1,0.1,0.05,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Hard Chrome Plater,0.05,0.7,0.15,0.05,0.05,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Heat Treating Furnace Tender,0.05,0.7,0.15,0.05,0.05,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Horizontal Boring Mill Operator for Metal,0.05,0.7,0.2,0.05,0,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Ingot Caster,0.05,0.7,0.1,0.05,0.1,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Iron Pourer,0.05,0.7,0.1,0.1,0.05,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Jewel Bearing Facer,0.05,0.7,0.15,0.05,0.05,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Jig Boring Machine Operator,0.05,0.7,0.2,0.05,0,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Machine Welder,0.05,0.7,0.1,0.1,0.05,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Melt Room Operator,0.05,0.7,0.1,0.1,0.05,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Metal Grinder,0.05,0.7,0.1,0.05,0.1,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Metalizing Machine Operator,0.05,0.7,0.1,0.05,0.1,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Metal Plater,0.05,0.7,0.1,0.1,0.05,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Metal Rotary Head Milling Machine Setup Operator,0.05,0.7,0.2,0.05,0,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Metal Sheet Roller Operator,0.05,0.7,0.1,0.05,0.1,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Metal Slitter,0.05,0.7,0.1,0.05,0.1,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Metal Spraying Machine Operator,0.05,0.7,0.1,0.05,0.1,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Metal Stamper,0.05,0.7,0.1,0.05,0.1,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Molten Iron Pourer,0.05,0.7,0.1,0.05,0.1,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Multi-operation Forming Machine Setter,0.05,0.7,0.15,0.05,0.05,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Nickel Plater,0.05,0.7,0.1,0.1,0.05,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
No Bake Molder,0.05,0.7,0.1,0.1,0.05,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Plastic Straightening Roll Operator,0.05,0.7,0.15,0.05,0.05,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Plastic Thread Milling Machine Setup Operator,0.05,0.7,0.15,0.05,0.05,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Radial Drill Operator for Plastic,0.05,0.7,0.1,0.05,0.1,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Radial Drill Press Operator for Plastic,0.05,0.7,0.1,0.05,0.1,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Reserve Tube Welder,0.05,0.7,0.15,0.05,0.05,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Sand Molder,0.05,0.7,0.1,0.1,0.05,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Screw Machine Operator,0.05,0.7,0.1,0.05,0.1,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Spike Machine Operator,0.05,0.7,0.1,0.1,0.05,23,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Steel Pourer,0.05,0.7,0.1,0.1,0.05,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Steel Roller,0.05,0.7,0.1,0.1,0.05,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Swager Operator,0.05,0.7,0.1,0.1,0.05,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Swaging Machine Operator,0.05,0.7,0.1,0.05,0.1,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Tin Plater,0.05,0.7,0.1,0.1,0.05,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Tin Pourer,0.05,0.7,0.1,0.1,0.05,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Wax Pattern Coater,0.05,0.7,0.1,0.05,0.1,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
White Metal Caster,0.05,0.7,0.1,0.05,0.1,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Wire Annealer,0.05,0.7,0.1,0.05,0.1,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Wire Mill Rover,0.05,0.7,0.1,0.1,0.05,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Wire Temperer,0.05,0.7,0.1,0.05,0.1,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Beam Builder,0.05,0.7,0.1,0.1,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/carpenters.htm,51390,High school diploma or equivalent,95630,1% (Little or no change),860,,
Carpenters,0.05,0.7,0.15,0.05,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/carpenters.htm,51390,High school diploma or equivalent,95630,1% (Little or no change),860,,
Counter Installer,0.05,0.7,0.1,0.1,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/carpenters.htm,51390,High school diploma or equivalent,95630,1% (Little or no change),860,,
Wood Floor Layer,0.05,0.7,0.15,0.05,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/carpenters.htm,51390,High school diploma or equivalent,95630,1% (Little or no change),860,,
Deli Slicer,0.05,0.7,0.05,0.2,0,44,0.75,https://www.bls.gov/ooh/food-preparation-and-serving/food-preparation-workers.htm,29790,No formal educational credential,133114,-5% (Decline),-6400,,
Food Preparer,0.05,0.7,0.1,0.1,0.05,72,0.75,https://www.bls.gov/ooh/food-preparation-and-serving/food-preparation-workers.htm,29790,No formal educational credential,133114,-5% (Decline),-6400,,
Boom Crane Operator,0.05,0.7,0.15,0.05,0.05,23,0.75,https://www.bls.gov/ooh/transportation-and-material-moving/material-moving-machine-operators.htm,41730,See How to Become One,25129,4% (As fast as average),906,,
Bridge Crane Operator,0.05,0.7,0.1,0.1,0.05,48,0.75,https://www.bls.gov/ooh/transportation-and-material-moving/material-moving-machine-operators.htm,41730,See How to Become One,25129,4% (As fast as average),906,,
Chip Bin Conveyor Tender,0.05,0.7,0.1,0.1,0.05,33,0.75,https://www.bls.gov/ooh/transportation-and-material-moving/material-moving-machine-operators.htm,41730,See How to Become One,25129,4% (As fast as average),906,,
Dredge Deckhand,0.05,0.7,0.1,0.1,0.05,23,0.75,https://www.bls.gov/ooh/transportation-and-material-moving/material-moving-machine-operators.htm,41730,See How to Become One,25129,4% (As fast as average),906,,
Erecting Crane Operator,0.05,0.7,0.1,0.1,0.05,23,0.75,https://www.bls.gov/ooh/transportation-and-material-moving/material-moving-machine-operators.htm,41730,See How to Become One,25129,4% (As fast as average),906,,
Hydraulic Lift Driver,0.05,0.7,0.1,0.1,0.05,81,0.75,https://www.bls.gov/ooh/transportation-and-material-moving/material-moving-machine-operators.htm,41730,See How to Become One,25129,4% (As fast as average),906,,
Monorail Crane Operator,0.05,0.7,0.1,0.1,0.05,48,0.75,https://www.bls.gov/ooh/transportation-and-material-moving/material-moving-machine-operators.htm,41730,See How to Become One,25129,4% (As fast as average),906,,
Overhead Crane Operator,0.05,0.7,0.1,0.1,0.05,23,0.75,https://www.bls.gov/ooh/transportation-and-material-moving/material-moving-machine-operators.htm,41730,See How to Become One,25129,4% (As fast as average),906,,
Reach-Lift Truck Driver,0.05,0.7,0.1,0.1,0.05,48,0.75,https://www.bls.gov/ooh/transportation-and-material-moving/material-moving-machine-operators.htm,41730,See How to Become One,25129,4% (As fast as average),906,,
Scrap Crane Operator,0.05,0.7,0.1,0.1,0.05,33,0.75,https://www.bls.gov/ooh/transportation-and-material-moving/material-moving-machine-operators.htm,41730,See How to Become One,25129,4% (As fast as average),906,,
Tower Loader Operator,0.05,0.7,0.1,0.05,0.1,23,0.75,https://www.bls.gov/ooh/transportation-and-material-moving/material-moving-machine-operators.htm,41730,See How to Become One,25129,4% (As fast as average),906,,
Winch Derrick Operator,0.05,0.7,0.1,0.1,0.05,23,0.75,https://www.bls.gov/ooh/transportation-and-material-moving/material-moving-machine-operators.htm,41730,See How to Become One,25129,4% (As fast as average),906,,
Winch Operator,0.05,0.7,0.1,0.1,0.05,48,0.75,https://www.bls.gov/ooh/transportation-and-material-moving/material-moving-machine-operators.htm,41730,See How to Become One,25129,4% (As fast as average),906,,
Woodyard Crane Operator,0.05,0.7,0.1,0.1,0.05,33,0.75,https://www.bls.gov/ooh/transportation-and-material-moving/material-moving-machine-operators.htm,41730,See How to Become One,25129,4% (As fast as average),906,,
Track Patrol,0.05,0.7,0.1,0.1,0.05,48,0.75,https://www.bls.gov/ooh/protective-service/police-and-detectives.htm,69160,See How to Become One,23106,3% (As fast as average),680,,
Agricultural workers,0.05,0.7,0.1,0.1,0.05,11,0.75,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,13410,-2% (Decline),-267,,
Barn Hand,0.05,0.7,0.1,0.1,0.05,11,0.75,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,13410,-2% (Decline),-267,,
Cane Flume Chute Operator,0.05,0.7,0.1,0.05,0.1,11,0.75,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,13410,-2% (Decline),-267,,
Cattle Brander,0.05,0.7,0.1,0.15,0,11,0.75,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,13410,-2% (Decline),-267,,
Combine Driver,0.05,0.7,0.1,0.05,0.1,11,0.75,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,13410,-2% (Decline),-267,,
Combine Operator,0.05,0.7,0.1,0.1,0.05,11,0.75,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,13410,-2% (Decline),-267,,
Cotton Ginner,0.05,0.7,0.1,0.1,0.05,11,0.75,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,13410,-2% (Decline),-267,,
Custom Harvester,0.05,0.7,0.1,0.1,0.05,11,0.75,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,13410,-2% (Decline),-267,,
Dairy Husbandry Worker,0.05,0.7,0.1,0.1,0.05,11,0.75,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,13410,-2% (Decline),-267,,
Farrowing Worker,0.05,0.7,0.1,0.15,0,11,0.75,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,13410,-2% (Decline),-267,,
Greenhouse Transplanter,0.05,0.7,0.1,0.1,0.05,11,0.75,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,13410,-2% (Decline),-267,,
Groom,0.05,0.7,0.1,0.15,0,81,0.75,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,13410,-2% (Decline),-267,,
Hatchery Worker,0.05,0.7,0.1,0.1,0.05,11,0.75,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,13410,-2% (Decline),-267,,
Irrigation Worker,0.05,0.7,0.1,0.1,0.05,11,0.75,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,13410,-2% (Decline),-267,,
Livestock Handler,0.05,0.7,0.1,0.1,0.05,11,0.75,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,13410,-2% (Decline),-267,,
Orchard Hand,0.05,0.7,0.1,0.1,0.05,11,0.75,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,13410,-2% (Decline),-267,,
Orchard Worker,0.05,0.7,0.1,0.1,0.05,11,0.75,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,13410,-2% (Decline),-267,,
Sheep Shearer,0.05,0.7,0.1,0.15,0,11,0.75,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,13410,-2% (Decline),-267,,
Tractor Operator,0.05,0.7,0.1,0.1,0.05,11,0.75,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,13410,-2% (Decline),-267,,
Vineyard Tender,0.05,0.7,0.1,0.1,0.05,11,0.75,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,13410,-2% (Decline),-267,,
Wheat Combine Driver,0.05,0.7,0.1,0.05,0.1,11,0.75,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,13410,-2% (Decline),-267,,
Auto Clutch Rebuilder,0.05,0.7,0.15,0.1,0,81,0.75,https://www.bls.gov/ooh/installation-maintenance-and-repair/automotive-service-technicians-and-mechanics.htm,46970,Postsecondary nondegree award,52147,2% (As fast as average),853,,
Automotive Brake Adjuster,0.05,0.7,0.15,0.05,0.05,81,0.75,https://www.bls.gov/ooh/installation-maintenance-and-repair/automotive-service-technicians-and-mechanics.htm,46970,Postsecondary nondegree award,52147,2% (As fast as average),853,,
Automotive Brake Technician,0.05,0.7,0.15,0.05,0.05,81,0.75,https://www.bls.gov/ooh/installation-maintenance-and-repair/automotive-service-technicians-and-mechanics.htm,46970,Postsecondary nondegree award,52147,2% (As fast as average),853,,
Automotive service technicians and mechanics,0.15,0.6,0.15,0.05,0.05,81,0.75,https://www.bls.gov/ooh/installation-maintenance-and-repair/automotive-service-technicians-and-mechanics.htm,46970,Postsecondary nondegree award,52147,2% (As fast as average),853,,
Auto Suspension and Steering Mechanic,0.05,0.7,0.15,0.05,0.05,81,0.75,https://www.bls.gov/ooh/installation-maintenance-and-repair/automotive-service-technicians-and-mechanics.htm,46970,Postsecondary nondegree award,52147,2% (As fast as average),853,,
House Wirer,0.05,0.7,0.15,0.05,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/electricians.htm,60240,High school diploma or equivalent,63550,6% (Faster than average),4100,,
Lighting Fixture Installer,0.05,0.7,0.15,0.1,0,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/electricians.htm,60240,High school diploma or equivalent,63550,6% (Faster than average),4100,,
Drink Mixer,0.05,0.7,0.1,0.15,0,72,0.75,https://www.bls.gov/ooh/food-preparation-and-serving/bartenders.htm,29380,No formal educational credential,128260,3% (As fast as average),4260,,
Bag Grader,0.05,0.7,0.1,0.1,0.05,33,0.75,https://www.bls.gov/ooh/production/quality-control-inspectors.htm,43900,High school diploma or equivalent,54127,-4% (Decline),-2091,,
Spark Plug Tester,0.05,0.7,0.15,0.05,0.05,33,0.75,https://www.bls.gov/ooh/production/quality-control-inspectors.htm,43900,High school diploma or equivalent,54127,-4% (Decline),-2091,,
Bus drivers,0.05,0.7,0.1,0.1,0.05,48,0.75,https://www.bls.gov/ooh/transportation-and-material-moving/bus-drivers.htm,44440,High school diploma or equivalent,51520,3% (As fast as average),1330,,
Charter Coach Driver,0.05,0.7,0.1,0.15,0,48,0.75,https://www.bls.gov/ooh/transportation-and-material-moving/bus-drivers.htm,44440,High school diploma or equivalent,51520,3% (As fast as average),1330,,
Motor Coach Bus Driver,0.05,0.7,0.1,0.1,0.05,48,0.75,https://www.bls.gov/ooh/transportation-and-material-moving/bus-drivers.htm,44440,High school diploma or equivalent,51520,3% (As fast as average),1330,,
Motor Coach Driver,0.05,0.7,0.1,0.15,0,48,0.75,https://www.bls.gov/ooh/transportation-and-material-moving/bus-drivers.htm,44440,High school diploma or equivalent,51520,3% (As fast as average),1330,,
Public Transit Bus Driver,0.05,0.7,0.1,0.1,0.05,48,0.75,https://www.bls.gov/ooh/transportation-and-material-moving/bus-drivers.htm,44440,High school diploma or equivalent,51520,3% (As fast as average),1330,,
Public Transit Trolley Driver,0.05,0.7,0.1,0.15,0,48,0.75,https://www.bls.gov/ooh/transportation-and-material-moving/bus-drivers.htm,44440,High school diploma or equivalent,51520,3% (As fast as average),1330,,
Special Education Bus Driver,0.05,0.7,0.1,0.15,0,48,0.75,https://www.bls.gov/ooh/transportation-and-material-moving/bus-drivers.htm,44440,High school diploma or equivalent,51520,3% (As fast as average),1330,,
Crane Oiler,0.05,0.7,0.1,0.1,0.05,23,0.75,https://www.bls.gov/ooh/installation-maintenance-and-repair/industrial-machinery-mechanics-and-maintenance-workers-and-millwrights.htm,59470,High school diploma or equivalent,36279,13% (Much faster than average),4621,,
Industrial Conveyor Belt Repairer,0.05,0.7,0.15,0.05,0.05,33,0.75,https://www.bls.gov/ooh/installation-maintenance-and-repair/industrial-machinery-mechanics-and-maintenance-workers-and-millwrights.htm,59470,High school diploma or equivalent,36279,13% (Much faster than average),4621,,
Loom Fixer,0.05,0.7,0.1,0.05,0.1,33,0.75,https://www.bls.gov/ooh/installation-maintenance-and-repair/industrial-machinery-mechanics-and-maintenance-workers-and-millwrights.htm,59470,High school diploma or equivalent,36279,13% (Much faster than average),4621,,
Machine Erector,0.05,0.7,0.1,0.1,0.05,33,0.75,https://www.bls.gov/ooh/installation-maintenance-and-repair/industrial-machinery-mechanics-and-maintenance-workers-and-millwrights.htm,59470,High school diploma or equivalent,36279,13% (Much faster than average),4621,,
Machinery Dismantler,0.05,0.7,0.1,0.1,0.05,81,0.75,https://www.bls.gov/ooh/installation-maintenance-and-repair/industrial-machinery-mechanics-and-maintenance-workers-and-millwrights.htm,59470,High school diploma or equivalent,36279,13% (Much faster than average),4621,,
City Letter Carrier,0.05,0.7,0.05,0.2,0,48,0.75,https://www.bls.gov/ooh/office-and-administrative-support/postal-service-workers.htm,53680,No formal educational credential,22923,-8% (Decline),-1773,,
Letter Carrier,0.05,0.7,0.05,0.15,0.05,48,0.75,https://www.bls.gov/ooh/office-and-administrative-support/postal-service-workers.htm,53680,No formal educational credential,22923,-8% (Decline),-1773,,
Mail Deliverer,0.05,0.7,0.05,0.2,0,48,0.75,https://www.bls.gov/ooh/office-and-administrative-support/postal-service-workers.htm,53680,No formal educational credential,22923,-8% (Decline),-1773,,
Angle Dozer Operator,0.05,0.7,0.1,0.1,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,51050,High school diploma or equivalent,19332,3% (As fast as average),532,,
Asphalt Paver,0.05,0.7,0.1,0.1,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,51050,High school diploma or equivalent,19332,3% (As fast as average),532,,
Asphalt Paving Machine Operator,0.05,0.7,0.1,0.1,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,51050,High school diploma or equivalent,19332,3% (As fast as average),532,,
Asphalt Roller Operator,0.05,0.7,0.1,0.1,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,51050,High school diploma or equivalent,19332,3% (As fast as average),532,,
Blacktop-Paver Operator,0.05,0.7,0.15,0.05,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,51050,High school diploma or equivalent,19332,3% (As fast as average),532,,
Blade Grader Operator,0.05,0.7,0.1,0.05,0.1,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,51050,High school diploma or equivalent,19332,3% (As fast as average),532,,
Construction Bulldozer Operator,0.05,0.7,0.1,0.1,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,51050,High school diploma or equivalent,19332,3% (As fast as average),532,,
Construction equipment operators,0.05,0.7,0.1,0.1,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,51050,High school diploma or equivalent,19332,3% (As fast as average),532,,
Construction Excavator,0.05,0.7,0.1,0.1,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,51050,High school diploma or equivalent,19332,3% (As fast as average),532,,
Diesel Pile Hammer Operator,0.05,0.7,0.1,0.1,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,51050,High school diploma or equivalent,19332,3% (As fast as average),532,,
Ditching Machine Operating Engineer,0.05,0.7,0.1,0.1,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,51050,High school diploma or equivalent,19332,3% (As fast as average),532,,
Grader Operator,0.05,0.7,0.15,0.1,0,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,51050,High school diploma or equivalent,19332,3% (As fast as average),532,,
Hydraulic Pile Hammer Operator,0.05,0.7,0.15,0.1,0,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,51050,High school diploma or equivalent,19332,3% (As fast as average),532,,
Hydraulic Press-In Operator,0.05,0.7,0.1,0.05,0.1,33,0.75,https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,51050,High school diploma or equivalent,19332,3% (As fast as average),532,,
Motor Grader Operator,0.05,0.7,0.15,0.05,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,51050,High school diploma or equivalent,19332,3% (As fast as average),532,,
Paver Operator,0.05,0.7,0.1,0.1,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,51050,High school diploma or equivalent,19332,3% (As fast as average),532,,
Road Grader,0.05,0.7,0.15,0.1,0,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,51050,High school diploma or equivalent,19332,3% (As fast as average),532,,
Scraper Operator,0.05,0.7,0.1,0.05,0.1,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,51050,High school diploma or equivalent,19332,3% (As fast as average),532,,
Screed Operator,0.05,0.7,0.1,0.1,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,51050,High school diploma or equivalent,19332,3% (As fast as average),532,,
